token,coingecko_id,rwa_label,rwa_category,protocol,confidence,evidence_type,evidence_detail_json,label_source,labeled_at
FHE,mind-network,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FIDA,bonfida,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FIL,filecoin,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FIO,fio-protocol,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FLR,flare-networks,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FLUID,instadapp,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FOGO,fogo,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FOLKS,folks,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FRIEND,friend-tech,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FTM,fantom,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
FTT,ftx-token,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
GALA,gala,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
GIGGLE,giggle-fund,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
GLM,golem,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
GMX,gmx,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
GPS,goplus-security,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
GRIFFAIN,griffain,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
GRT,the-graph,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
GUN,gunz,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
GWEI,ethgas-2,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HAEDAL,haedal,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HBAR,hedera-hashgraph,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HEI,heima,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HEMI,hemi,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HFT,hashflow,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HMSTR,hamster-kombat,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HNT,helium,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HOME,home,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HOOD,hood,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HOT,holotoken,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HUMA,huma-finance,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
HYPE,hyperliquid,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ICNT,impossible-cloud-network-token,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ICP,internet-computer,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ICX,icon,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
IDOL,meet48,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ILV,illuvium,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
IMX,immutable-x,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
IO,io,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
IOST,iostoken,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
IOTA,iota,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
IP,story-2,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
IR,infrared-finance,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
IRYS,irys,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
JASMY,jasmycoin,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
