venue,symbol_raw,base_token,quote_asset,last_price,price_change_24h_pct,volume_24h_base,volume_24h_quote,turnover_24h_usd,open_interest,snapshot_time
binance,SYNUSDT,SYN,USDT,0.0475200,-0.252,35036374,1689103.6711600,1689103.6711600,,2026-04-10T07:36:32+00:00
binance,SYRUPUSDT,SYRUP,USDT,0.2330000,-1.020,19236782,4505935.4224000,4505935.4224000,,2026-04-10T07:36:27+00:00
binance,SYSUSDT,SYS,USDT,0.0111600,4.299,127763998,1411909.5662300,1411909.5662300,,2026-04-10T07:36:32+00:00
binance,TUSDT,T,USDT,0.0061500,0.343,106835706,658844.8046840,658844.8046840,,2026-04-10T07:36:11+00:00
binance,TAUSDT,TA,USDT,0.0418000,2.250,19436304,796126.7446700,796126.7446700,,2026-04-10T07:36:11+00:00
binance,TACUSDT,TAC,USDT,0.0041100,-0.460,185053860,741510.1151430,741510.1151430,,2026-04-10T07:36:28+00:00
binance,TAGUSDT,TAG,USDT,0.0005754,-2.026,1730714008,1022344.4538319,1022344.4538319,,2026-04-10T07:36:28+00:00
binance,TAIKOUSDT,TAIKO,USDT,0.1181000,1.548,7222935,844454.4793000,844454.4793000,,2026-04-10T07:36:31+00:00
binance,TAKEUSDT,TAKE,USDT,0.0213600,3.388,159420001,3349681.7690000,3349681.7690000,,2026-04-10T07:36:31+00:00
binance,TAOUSDT,TAO,USDT,265.27,-17.873,3129166.998,918352983.12,918352983.12,,2026-04-10T07:36:32+00:00
binance,THEUSDT,THE,USDT,0.1003000,-1.377,26988060.7,2741486.8179700,2741486.8179700,,2026-04-10T07:36:32+00:00
binance,THETAUSDT,THETA,USDT,0.1745,9.062,76622528.3,13246725.3935,13246725.3935,,2026-04-10T07:36:13+00:00
binance,TIAUSDC,TIA,USDC,0.3026000,2.264,4641049,1400845.2124000,1400845.2124000,,2026-04-10T07:36:23+00:00
binance,TIAUSDT,TIA,USDT,0.3028000,2.297,44399768,13399923.2376000,13399923.2376000,,2026-04-10T07:36:24+00:00
binance,TLMUSDT,TLM,USDT,0.0016330,-0.548,1035822184,1694661.7199440,1694661.7199440,,2026-04-10T07:36:17+00:00
binance,TNSRUSDT,TNSR,USDT,0.0437000,-12.355,4207620000.4,209397448.7399420,209397448.7399420,,2026-04-10T07:36:31+00:00
binance,TONUSDT,TON,USDT,1.2843000,4.704,40555976.2,51321653.3031300,51321653.3031300,,2026-04-10T07:36:30+00:00
binance,TOSHIUSDT,TOSHI,USDT,0.0001772,1.606,4633725062,821899.3113189,821899.3113189,,2026-04-10T07:36:19+00:00
binance,TOWNSUSDT,TOWNS,USDT,0.0032660,6.488,1312851706,4170594.0216780,4170594.0216780,,2026-04-10T07:36:32+00:00
binance,TRADOORUSDT,TRADOOR,USDT,4.4970000,4.218,21221740,93368352.2590000,93368352.2590000,,2026-04-10T07:36:31+00:00
binance,TRBUSDT,TRB,USDT,14.824,-0.783,378351.6,5672490.240,5672490.240,,2026-04-10T07:36:26+00:00
binance,TREEUSDT,TREE,USDT,0.0600700,1.401,39874011,2404410.4604500,2404410.4604500,,2026-04-10T07:36:32+00:00
binance,TRIAUSDT,TRIA,USDT,0.0238300,8.269,566324041,13660833.7612900,13660833.7612900,,2026-04-10T07:36:32+00:00
binance,TRUUSDT,TRU,USDT,0.0068610,-6.881,1952887105,13850345.9365920,13850345.9365920,,2026-04-10T07:36:32+00:00
binance,TRUMPUSDC,TRUMP,USDC,2.885000,-1.097,1540242.76,4558086.405140,4558086.405140,,2026-04-10T07:35:50+00:00
binance,TRUMPUSDT,TRUMP,USDT,2.884000,-1.199,33845901.97,99998378.482020,99998378.482020,,2026-04-10T07:36:28+00:00
binance,TRUSTUSDT,TRUST,USDT,0.0659200,-0.408,17622315,1172145.5948800,1172145.5948800,,2026-04-10T07:36:14+00:00
binance,TRUTHUSDT,TRUTH,USDT,0.0098080,1.595,166104624,1626798.6785040,1626798.6785040,,2026-04-10T07:36:12+00:00
binance,TRXUSDT,TRX,USDT,0.31961,0.916,130233541,41546785.87470,41546785.87470,,2026-04-10T07:36:28+00:00
binance,TSTUSDT,TST,USDT,0.0083390,-2.559,137090181,1156196.1247190,1156196.1247190,,2026-04-10T07:36:32+00:00
binance,TURBOUSDT,TURBO,USDT,0.0010909,7.989,21882685468,23899882.4708657,23899882.4708657,,2026-04-10T07:36:33+00:00
binance,TURTLEUSDT,TURTLE,USDT,0.0407500,-1.736,18120499,749266.6899700,749266.6899700,,2026-04-10T07:36:30+00:00
binance,TUTUSDT,TUT,USDT,0.0090400,-1.739,193436019,1761829.2437400,1761829.2437400,,2026-04-10T07:36:32+00:00
binance,TWTUSDT,TWT,USDT,0.399100,0.302,4055951,1612349.247800,1612349.247800,,2026-04-10T07:36:28+00:00
binance,UAIUSDT,UAI,USDT,0.1992000,-6.038,20926830,4354318.6188000,4354318.6188000,,2026-04-10T07:36:26+00:00
binance,UBUSDT,UB,USDT,0.0193900,-12.736,296265020,5781875.5307600,5781875.5307600,,2026-04-10T07:36:14+00:00
binance,UMAUSDT,UMA,USDT,0.413300,1.723,3954457,1632985.070700,1632985.070700,,2026-04-10T07:36:17+00:00
binance,UNIUSDC,UNI,USDC,3.1140,0.940,1003987,3129025.4130,3129025.4130,,2026-04-10T07:36:30+00:00
binance,UNIUSDT,UNI,USDT,3.1170,1.005,14744285,45978222.7080,45978222.7080,,2026-04-10T07:36:30+00:00
binance,USUSDT,US,USDT,0.0055130,-7.079,279402078,1505718.9550340,1505718.9550340,,2026-04-10T07:36:31+00:00
binance,USDCUSDT,USDC,USDT,0.9993110,-0.020,3016623,3014829.8078150,3014829.8078150,,2026-04-10T07:36:31+00:00
binance,USELESSUSDT,USELESS,USDT,0.0367300,8.701,179917466,6486510.5928600,6486510.5928600,,2026-04-10T07:36:22+00:00
binance,USTCUSDT,USTC,USDT,0.0046970,2.959,233467480,1096173.4361820,1096173.4361820,,2026-04-10T07:36:26+00:00
binance,USUALUSDT,USUAL,USDT,0.0125000,-0.319,115548785,1457186.4713000,1457186.4713000,,2026-04-10T07:36:28+00:00
binance,VANAUSDT,VANA,USDT,1.302000,1.166,1367003.57,1779079.669380,1779079.669380,,2026-04-10T07:36:27+00:00
binance,VANRYUSDT,VANRY,USDT,0.0051750,-0.538,194796232,1016844.6376390,1016844.6376390,,2026-04-10T07:36:31+00:00
binance,VELODROMEUSDT,VELODROME,USDT,0.0153000,5.445,74092619,1100679.7468600,1100679.7468600,,2026-04-10T07:36:33+00:00
binance,VELVETUSDT,VELVET,USDT,0.0636100,1.825,12355416,786638.6380800,786638.6380800,,2026-04-10T07:36:28+00:00
binance,VETUSDT,VET,USDT,0.007012,-2.353,715661069,5108272.825719,5108272.825719,,2026-04-10T07:36:18+00:00
binance,VICUSDT,VIC,USDT,0.0470700,-1.876,15554374,744007.2610200,744007.2610200,,2026-04-10T07:36:31+00:00
binance,VINEUSDT,VINE,USDT,0.0171200,1.063,37269846,631563.5793000,631563.5793000,,2026-04-10T07:36:21+00:00
binance,VIRTUALUSDT,VIRTUAL,USDT,0.6724000,2.813,38923272.9,26051908.5936800,26051908.5936800,,2026-04-10T07:36:27+00:00
binance,VTHOUSDT,VTHO,USDT,0.0005611,0.430,1032302053,577869.3665252,577869.3665252,,2026-04-10T07:36:00+00:00
binance,VVVUSDT,VVV,USDT,7.738000,12.700,6424617.49,48474342.428340,48474342.428340,,2026-04-10T07:36:32+00:00
binance,WUSDT,W,USDT,0.0129500,-0.461,550366795.4,7264296.9593590,7264296.9593590,,2026-04-10T07:36:29+00:00
binance,WALUSDT,WAL,USDT,0.0719300,-0.083,20011060,1447692.4340300,1447692.4340300,,2026-04-10T07:36:26+00:00
binance,WAXPUSDT,WAXP,USDT,0.0065100,0.108,125588601,822465.4458550,822465.4458550,,2026-04-10T07:36:27+00:00
binance,WCTUSDT,WCT,USDT,0.0563000,-1.608,27628501,1565995.3269100,1565995.3269100,,2026-04-10T07:36:17+00:00
binance,WETUSDT,WET,USDT,0.0949800,-7.400,19634813,1984233.0009100,1984233.0009100,,2026-04-10T07:36:33+00:00
binance,WIFUSDC,WIF,USDC,0.1985000,4.145,11037821.6,2176159.2599800,2176159.2599800,,2026-04-10T07:36:31+00:00
binance,WIFUSDT,WIF,USDT,0.1987000,4.195,200509344.6,39529578.4897500,39529578.4897500,,2026-04-10T07:36:30+00:00
binance,WLDUSDC,WLD,USDC,0.2694000,5.193,17519466.7,4654458.4743700,4654458.4743700,,2026-04-10T07:36:17+00:00
binance,WLDUSDT,WLD,USDT,0.2696000,5.189,243902572,64828755.0252000,64828755.0252000,,2026-04-10T07:36:30+00:00
binance,WLFIUSDC,WLFI,USDC,0.0840000,-7.895,88096632,7734267.4916000,7734267.4916000,,2026-04-10T07:36:01+00:00
binance,WLFIUSDT,WLFI,USDT,0.0841000,-7.886,1700373854,149501046.4388000,149501046.4388000,,2026-04-10T07:36:32+00:00
binance,WOOUSDT,WOO,USDT,0.01766,-0.113,68260400,1209345.02551,1209345.02551,,2026-04-10T07:36:28+00:00
binance,XAIUSDT,XAI,USDT,0.0094200,-1.567,172566908,1639729.4257400,1639729.4257400,,2026-04-10T07:36:01+00:00
binance,XANUSDT,XAN,USDT,0.0071560,-3.714,287741330,2082963.0624970,2082963.0624970,,2026-04-10T07:36:28+00:00
binance,XAUTUSDT,XAUT,USDT,4727.58,0.697,12975.671,61489615.77,61489615.77,,2026-04-10T07:36:32+00:00
binance,XLMUSDT,XLM,USDT,0.15527,-0.154,288414515,44707743.49110,44707743.49110,,2026-04-10T07:36:28+00:00
binance,XMRUSDT,XMR,USDT,345.18,3.839,157967.066,53935204.61,53935204.61,,2026-04-10T07:36:33+00:00
binance,XNYUSDT,XNY,USDT,0.0034890,2.317,1222801417,4081504.0241980,4081504.0241980,,2026-04-10T07:36:32+00:00
binance,XPINUSDT,XPIN,USDT,0.0013810,-14.806,11654367110,17968985.3344390,17968985.3344390,,2026-04-10T07:36:32+00:00
binance,XPLUSDT,XPL,USDT,0.1281000,6.928,420224925,52172104.2267000,52172104.2267000,,2026-04-10T07:36:32+00:00
binance,XRPUSDC,XRP,USDC,1.3395,0.556,69671349.7,93693289.0291,93693289.0291,,2026-04-10T07:36:24+00:00
binance,XRPUSDT,XRP,USDT,1.3392,0.548,412037559.7,553573458.4524,553573458.4524,,2026-04-10T07:36:33+00:00
binance,XTZUSDT,XTZ,USDT,0.355,0.567,14566704.6,5155890.412,5155890.412,,2026-04-10T07:36:24+00:00
binance,XVGUSDT,XVG,USDT,0.0048650,8.231,1321313691,6237107.3474970,6237107.3474970,,2026-04-10T07:36:33+00:00
binance,XVSUSDT,XVS,USDT,2.713000,0.668,228139.6,618832.709100,618832.709100,,2026-04-10T07:36:01+00:00
binance,YBUSDT,YB,USDT,0.1140000,-1.554,20970841,2407444.9550000,2407444.9550000,,2026-04-10T07:36:33+00:00
binance,YFIUSDT,YFI,USDT,2498.0,0.564,503.419,1261816.6,1261816.6,,2026-04-10T07:36:13+00:00
binance,YGGUSDT,YGG,USDT,0.0377200,-0.737,63305102,2402907.1893900,2402907.1893900,,2026-04-10T07:36:17+00:00
binance,ZAMAUSDT,ZAMA,USDT,0.0234100,3.630,223621285,5155629.5127800,5155629.5127800,,2026-04-10T07:36:26+00:00
binance,ZBTUSDT,ZBT,USDT,0.1160200,8.117,136919791,15341765.1162100,15341765.1162100,,2026-04-10T07:36:32+00:00
binance,ZECUSDC,ZEC,USDC,374.75,16.745,348801.378,122813585.20,122813585.20,,2026-04-10T07:36:33+00:00
binance,ZECUSDT,ZEC,USDT,374.95,16.749,3785797.213,1326219452.74,1326219452.74,,2026-04-10T07:36:32+00:00
binance,ZENUSDT,ZEN,USDT,6.047,13.388,6311769.1,36630812.838,36630812.838,,2026-04-10T07:36:32+00:00
binance,ZEREBROUSDT,ZEREBRO,USDT,0.0097040,18.471,787063636,7049145.8643950,7049145.8643950,,2026-04-10T07:36:32+00:00
binance,ZETAUSDT,ZETA,USDT,0.050240,2.824,24607257,1219412.286200,1219412.286200,,2026-04-10T07:36:18+00:00
binance,ZILUSDT,ZIL,USDT,0.00393,0.769,625962838,2462566.78260,2462566.78260,,2026-04-10T07:36:27+00:00
binance,ZKUSDT,ZK,USDT,0.0152200,1.399,281429496,4279764.9951700,4279764.9951700,,2026-04-10T07:36:20+00:00
binance,ZKCUSDT,ZKC,USDT,0.0700700,-1.031,24403533,1741938.0904400,1741938.0904400,,2026-04-10T07:36:23+00:00
binance,ZKJUSDT,ZKJ,USDT,0.019930,1.840,53267047.4,1062879.535373,1062879.535373,,2026-04-10T07:36:22+00:00
binance,ZKPUSDT,ZKP,USDT,0.0718800,1.626,33326836,2391877.6174500,2391877.6174500,,2026-04-10T07:36:16+00:00
binance,ZORAUSDT,ZORA,USDT,0.0149700,3.670,206293502,3018544.6958600,3018544.6958600,,2026-04-10T07:36:03+00:00
binance,ZROUSDT,ZRO,USDT,1.9861000,4.724,12132415.3,23737379.7803700,23737379.7803700,,2026-04-10T07:36:28+00:00
binance,ZRXUSDT,ZRX,USDT,0.1023,0.00,13638854.5,1404223.2735,1404223.2735,,2026-04-10T07:35:54+00:00
binance,币安人生USDT,币安人生,USDT,0.0850900,11.389,900511124,75331234.4626000,75331234.4626000,,2026-04-10T07:36:33+00:00
binance,我踏马来了USDT,我踏马来了,USDT,0.0078620,-0.342,413116486,3210442.2293870,3210442.2293870,,2026-04-10T07:36:15+00:00
binance,龙虾USDT,龙虾,USDT,0.0070840,-5.002,563502795,4007254.6859830,4007254.6859830,,2026-04-10T07:36:02+00:00
bitget,0GUSDT,0G,USDT,0.5306,0.971,935637,492880.0279,492880.0279,2452137,2026-04-10T07:36:37+00:00
bitget,1000000MOGUSDT,1000000MOG,USDT,0.1337,-1.763,789712,107603.3415,107603.3415,1836391,2026-04-10T07:36:37+00:00
bitget,1000BONKUSDT,1000BONK,USDT,0.005873,2.371,907194688,5325343.722302,5325343.722302,562768669,2026-04-10T07:36:37+00:00
bitget,1000CATUSDT,1000CAT,USDT,0.001688,0.238,98498472,165679.076107,165679.076107,67014815,2026-04-10T07:36:37+00:00
bitget,1000RATSUSDT,1000RATS,USDT,0.03609,-1.177,2594534,94889.93553,94889.93553,21558965,2026-04-10T07:36:37+00:00
bitget,1000SATSUSDT,1000SATS,USDT,0.00001089,-0.457,44309158894,488679.6589605,488679.6589605,43241307437,2026-04-10T07:36:37+00:00
bitget,1000XECUSDT,1000XEC,USDT,0.00695,0.725,1579946,10922.27243,10922.27243,22969359,2026-04-10T07:36:37+00:00
bitget,1INCHUSDT,1INCH,USDT,0.0919,0.657,1566618.2,144589.68685,144589.68685,4229037.9,2026-04-10T07:36:37+00:00
bitget,1MBABYDOGEUSDT,1MBABYDOGE,USDT,0.0003928,0.051,443645525,175034.7656035,175034.7656035,2943885329,2026-04-10T07:36:37+00:00
bitget,1MCHEEMSUSDT,1MCHEEMS,USDT,0.46,8.721,55767,24842.8094,24842.8094,86505,2026-04-10T07:36:37+00:00
bitget,2ZUSDT,2Z,USDT,0.08117,2.371,9555612,760395.38786,760395.38786,4585559,2026-04-10T07:36:37+00:00
bitget,4USDT,4,USDT,0.01686,-5.705,228332722,3926051.49254,3926051.49254,442363311,2026-04-10T07:36:37+00:00
bitget,AUSDT,A,USDT,0.07905,0.457,3251520,257927.62001,257927.62001,5116076,2026-04-10T07:36:37+00:00
bitget,AAPLUSDT,AAPL,USDT,260.24,0.759,14992.24,3889039.9229,3889039.9229,13700.89,2026-04-10T07:36:37+00:00
bitget,AAVEUSDT,AAVE,USDT,89.9,-0.915,67256.1,6109099.175,6109099.175,123666.6,2026-04-10T07:36:37+00:00
bitget,ACEUSDT,ACE,USDT,0.1183,-2.554,1423703.73,172615.552598,172615.552598,3005111.84,2026-04-10T07:36:37+00:00
bitget,ACHUSDT,ACH,USDT,0.005864,0.102,47002382,275630.358358,275630.358358,94952660,2026-04-10T07:36:37+00:00
bitget,ACNUSDT,ACN,USDT,188,-2.792,868.92,162713.3608,162713.3608,458.17,2026-04-10T07:36:37+00:00
bitget,ACTUSDT,ACT,USDT,0.01221,1.665,13877085,171660.38348,171660.38348,45707766,2026-04-10T07:36:37+00:00
bitget,ACUUSDT,ACU,USDT,0.08548,0.188,2139875,180630.6958,180630.6958,3381559,2026-04-10T07:36:37+00:00
bitget,ACXUSDT,ACX,USDT,0.04225,-3.052,4852279,210208.90104,210208.90104,13119153,2026-04-10T07:36:37+00:00
bitget,ADAUSDT,ADA,USDT,0.2506,-0.279,92621069,23463581.4291,23463581.4291,143467822,2026-04-10T07:36:37+00:00
bitget,AERGOUSDT,AERGO,USDT,0.05408,0.708,1196444,64627.39992,64627.39992,25169809,2026-04-10T07:36:37+00:00
bitget,AEROUSDT,AERO,USDT,0.3677,8.787,3949816,1406874.8123,1406874.8123,6084426,2026-04-10T07:36:37+00:00
bitget,AEVOUSDT,AEVO,USDT,0.02326,-2.8,9657026.5,228428.077774,228428.077774,11876948.5,2026-04-10T07:36:37+00:00
bitget,AGLDUSDT,AGLD,USDT,0.2542,1.315,1645617.4,422446.95722,422446.95722,3977915.1,2026-04-10T07:36:37+00:00
bitget,AIUSDT,AI,USDT,0.01922,0.523,19016994,373197.76195,373197.76195,9833456,2026-04-10T07:36:37+00:00
bitget,AINUSDT,AIN,USDT,0.05797,0.035,7426356,426533.70506,426533.70506,48765321,2026-04-10T07:36:37+00:00
bitget,AIOUSDT,AIO,USDT,0.07073,-0.52,1750087,123923.08252,123923.08252,15802934,2026-04-10T07:36:37+00:00
bitget,AIXBTUSDT,AIXBT,USDT,0.02489,-5.072,32103713,836121.91443,836121.91443,33392038,2026-04-10T07:36:37+00:00
bitget,AKTUSDT,AKT,USDT,0.4674,3.453,1182675,551603.7342,551603.7342,2074639,2026-04-10T07:36:37+00:00
bitget,ALCHUSDT,ALCH,USDT,0.0659,2.297,1779826,117719.24914,117719.24914,24479994,2026-04-10T07:36:37+00:00
bitget,ALGOUSDT,ALGO,USDT,0.1101,-1.256,37949431.1,4272632.68438,4272632.68438,43987714,2026-04-10T07:36:37+00:00
bitget,ALICEUSDT,ALICE,USDT,0.1125,-2.174,2442540.5,277696.19561,277696.19561,4699818.9,2026-04-10T07:36:37+00:00
bitget,ALLOUSDT,ALLO,USDT,0.1031,-6.781,1137935,120713.1054,120713.1054,3708675,2026-04-10T07:36:37+00:00
bitget,ALTUSDT,ALT,USDT,0.006653,-2.047,34379921,232110.755524,232110.755524,112385461,2026-04-10T07:36:37+00:00
bitget,AMZNUSDT,AMZN,USDT,233.21,5.884,25929.27,5930937.8195,5930937.8195,11012.5,2026-04-10T07:36:37+00:00
bitget,ANIMEUSDT,ANIME,USDT,0.004587,-0.044,105545928,485664.348601,485664.348601,159691356,2026-04-10T07:36:37+00:00
bitget,ANKRUSDT,ANKR,USDT,0.005296,0.474,100554123,534109.482951,534109.482951,260841738,2026-04-10T07:36:37+00:00
bitget,APEUSDT,APE,USDT,0.0886,0.568,3670904.9,327248.08713,327248.08713,26707624,2026-04-10T07:36:37+00:00
bitget,API3USDT,API3,USDT,0.279,-0.357,488047.6,137274.5926,137274.5926,1265319.2,2026-04-10T07:36:37+00:00
bitget,APPUSDT,APP,USDT,377.35,-3.811,1092.53,416746.1279,416746.1279,475.42,2026-04-10T07:36:37+00:00
bitget,APRUSDT,APR,USDT,0.18265,4.587,11029047,1946946.8366,1946946.8366,12237907,2026-04-10T07:36:37+00:00
bitget,APTUSDT,APT,USDT,0.8374,1.343,3588111.589,3018827.2969334,3018827.2969334,11206395.729,2026-04-10T07:36:37+00:00
bitget,ARUSDT,AR,USDT,1.719,1.957,237285.6,406862.7433,406862.7433,832554.2,2026-04-10T07:36:37+00:00
bitget,ARBUSDT,ARB,USDT,0.1099,7.851,45368033.26,4811284.785066,4811284.785066,74952138.53,2026-04-10T07:36:37+00:00
bitget,ARCUSDT,ARC,USDT,0.07063,16.34,23673268,1630625.10202,1630625.10202,45800541,2026-04-10T07:36:37+00:00
bitget,ARIAUSDT,ARIA,USDT,0.39166,-45.83,383364122,97691522.19879,97691522.19879,48490356,2026-04-10T07:36:37+00:00
bitget,ARKUSDT,ARK,USDT,0.1687,-0.589,69776,11801.6513,11801.6513,1101664,2026-04-10T07:36:37+00:00
bitget,ARKMUSDT,ARKM,USDT,0.1007,2.442,4113479,410047.0754,410047.0754,12133097,2026-04-10T07:36:37+00:00
bitget,ARMUSDT,ARM,USDT,150.31,1.857,549.1,81186.8324,81186.8324,1301.24,2026-04-10T07:36:37+00:00
bitget,ARPAUSDT,ARPA,USDT,0.00933,-1.165,16020790,149970.48218,149970.48218,106602106,2026-04-10T07:36:37+00:00
bitget,ASMLUSDT,ASML,USDT,1451.62,3.415,327.21,465748.3382,465748.3382,68.01,2026-04-10T07:36:37+00:00
bitget,ASRUSDT,ASR,USDT,1.255,-0.238,25282,31943.656,31943.656,125601,2026-04-10T07:36:37+00:00
bitget,ASTERUSDT,ASTER,USDT,0.6629,0.303,3004961,1999403.9408,1999403.9408,29373929,2026-04-10T07:36:37+00:00
bitget,ASTRUSDT,ASTR,USDT,0.00763,2.554,14563130,110123.99747,110123.99747,70314724,2026-04-10T07:36:37+00:00
bitget,ATUSDT,AT,USDT,0.1416,-5.663,1632351,230950.4996,230950.4996,5287682,2026-04-10T07:36:37+00:00
bitget,ATAUSDT,ATA,USDT,0.00896,-1.969,9163553,82002.75629,82002.75629,10205196,2026-04-10T07:36:37+00:00
bitget,ATHUSDT,ATH,USDT,0.006145,1.907,247603310,1487312.31715,1487312.31715,213986280,2026-04-10T07:36:37+00:00
bitget,ATOMUSDT,ATOM,USDT,1.8208,1.823,961166,1735586.9127,1735586.9127,3037688,2026-04-10T07:36:37+00:00
bitget,AUCTIONUSDT,AUCTION,USDT,4.727,0.767,12995.54,61244.67611,61244.67611,75827.94,2026-04-10T07:36:37+00:00
bitget,AVAUSDT,AVA,USDT,0.2034,0.993,234563,47808.4992,47808.4992,964538,2026-04-10T07:36:37+00:00
bitget,AVAXUSDT,AVAX,USDT,9.289,2.392,1011055.1,9396509.5143,9396509.5143,2146127.3,2026-04-10T07:36:37+00:00
bitget,AVGOUSDT,AVGO,USDT,354.97,1.962,1015.8,360736.4796,360736.4796,1457.6,2026-04-10T07:36:37+00:00
bitget,AVNTUSDT,AVNT,USDT,0.14,2.654,2405860,328839.23043,328839.23043,8839154,2026-04-10T07:36:37+00:00
bitget,AWEUSDT,AWE,USDT,0.052392,2.715,8564222,443728.912774,443728.912774,6314997,2026-04-10T07:36:37+00:00
bitget,AXLUSDT,AXL,USDT,0.04586,0.219,3442976,159061.53145,159061.53145,12783209,2026-04-10T07:36:37+00:00
bitget,AXSUSDT,AXS,USDT,1.114,0.27,459430.1,515837.1747,515837.1747,4006541.2,2026-04-10T07:36:37+00:00
bitget,AZTECUSDT,AZTEC,USDT,0.02059,4.148,22809950,460771.37147,460771.37147,33952106,2026-04-10T07:36:37+00:00
bitget,BUSDT,B,USDT,0.1741,1.992,1035434,178655.5237,178655.5237,11497738,2026-04-10T07:36:37+00:00
bitget,B2USDT,B2,USDT,0.6194,-3.34,278916,177684.3365,177684.3365,1842982,2026-04-10T07:36:37+00:00
bitget,B3USDT,B3,USDT,0.0003154,1.187,184167100,57923.07363,57923.07363,600589802,2026-04-10T07:36:37+00:00
bitget,BABAUSDT,BABA,USDT,128.63,2.855,6321.1,803436.2688,803436.2688,7277.52,2026-04-10T07:36:37+00:00
bitget,BABYUSDT,BABY,USDT,0.01382,2.219,27872479,382052.35552,382052.35552,61605152,2026-04-10T07:36:37+00:00
bitget,BANUSDT,BAN,USDT,0.05808,4.989,5649579,316153.07253,316153.07253,28731030,2026-04-10T07:36:37+00:00
bitget,BANANAUSDT,BANANA,USDT,3.397,0.622,12676.8,42997.33513,42997.33513,141828.82,2026-04-10T07:36:37+00:00
bitget,BANANAS31USDT,BANANAS31,USDT,0.009457,-0.432,106470000,1027922.57,1027922.57,317125631,2026-04-10T07:36:37+00:00
bitget,BANDUSDT,BAND,USDT,0.2093,-0.664,184745.3,38992.50511,38992.50511,2894059.2,2026-04-10T07:36:37+00:00
bitget,BANKUSDT,BANK,USDT,0.03238,-2.47,43851396,1460438.27821,1460438.27821,33040598,2026-04-10T07:36:37+00:00
bitget,BARDUSDT,BARD,USDT,0.3184,-1.333,3902066,1282007.2875,1282007.2875,9890316,2026-04-10T07:36:37+00:00
bitget,BASUSDT,BAS,USDT,0.00824,43.329,398860700,3160856.675015,3160856.675015,131927361,2026-04-10T07:36:37+00:00
bitget,BASEDUSDT,BASED,USDT,0.0544,-7.64,37827442,2095266.6462,2095266.6462,25755673,2026-04-10T07:36:37+00:00
bitget,BATUSDT,BAT,USDT,0.0993,0.608,2766678.6,275143.48015,275143.48015,7360649,2026-04-10T07:36:37+00:00
bitget,BBUSDT,BB,USDT,0.02397,0.461,5666935,136463.88338,136463.88338,13248557,2026-04-10T07:36:37+00:00
bitget,BCHUSDT,BCH,USDT,438.6,-1.258,19847.34,8740530.0046,8740530.0046,41241.02,2026-04-10T07:36:37+00:00
bitget,BEAMUSDT,BEAM,USDT,0.001828,-0.868,59894011,109309.869857,109309.869857,61114887,2026-04-10T07:36:37+00:00
bitget,BEATUSDT,BEAT,USDT,0.28595,-3.379,18889964,5339613.78426,5339613.78426,8189335,2026-04-10T07:36:37+00:00
bitget,BELUSDT,BEL,USDT,0.1005,-1.471,1538649,155212.4387,155212.4387,5797191,2026-04-10T07:36:37+00:00
bitget,BERAUSDT,BERA,USDT,0.4132,-1.077,1644432.8,684389.97165,684389.97165,6370980.8,2026-04-10T07:36:37+00:00
bitget,BGBUSDT,BGB,USDT,1.9394,2.305,2339011,4493466.5438,4493466.5438,11299146,2026-04-10T07:36:37+00:00
bitget,BICOUSDT,BICO,USDT,0.02245,-2.391,8901609,208172.12519,208172.12519,13193407,2026-04-10T07:36:37+00:00
bitget,BIGTIMEUSDT,BIGTIME,USDT,0.01248,-0.952,11372176,144910.98118,144910.98118,29123234,2026-04-10T07:36:37+00:00
bitget,BIOUSDT,BIO,USDT,0.01835,0.603,17394835,318940.57149,318940.57149,65380694,2026-04-10T07:36:37+00:00
bitget,BIRBUSDT,BIRB,USDT,0.13715,3.674,2592519,348534.65409,348534.65409,2123416,2026-04-10T07:36:37+00:00
bitget,BLESSUSDT,BLESS,USDT,0.006135,7.33,102724999,626139.470117,626139.470117,130009295,2026-04-10T07:36:37+00:00
bitget,BLURUSDT,BLUR,USDT,0.02253,-2.72,317548913.1,7314619.302413,7314619.302413,125885022.9,2026-04-10T07:36:37+00:00
bitget,BMTUSDT,BMT,USDT,0.01412,-2.351,721537,10233.69228,10233.69228,20007931,2026-04-10T07:36:37+00:00
bitget,BNBUSDT,BNB,USDT,600.63,0.03,21803.44,13160004.6018,13160004.6018,125409.3,2026-04-10T07:36:37+00:00
bitget,BNTUSDT,BNT,USDT,0.2913,-1.388,136095,40056.3464,40056.3464,1423803,2026-04-10T07:36:37+00:00
bitget,BOBUSDT,BOB,USDT,0.007297,6.51,92954058,713903.887696,713903.887696,92165376,2026-04-10T07:36:37+00:00
bitget,BOMEUSDT,BOME,USDT,0.0003941,1.808,453382152,179178.1330902,179178.1330902,1830144579,2026-04-10T07:36:37+00:00
bitget,BRUSDT,BR,USDT,0.10757,-9.749,6097781,685147.22111,685147.22111,7343773,2026-04-10T07:36:37+00:00
bitget,BRETTUSDT,BRETT,USDT,0.006721,1.327,139631930,933903.94724,933903.94724,209324186,2026-04-10T07:36:37+00:00
bitget,BREVUSDT,BREV,USDT,0.1245,6.048,2766570,331408.6099,331408.6099,4104393,2026-04-10T07:36:37+00:00
bitget,BROCCOLIUSDT,BROCCOLI,USDT,0.01248,0.161,11836760,148813.532,148813.532,64003282,2026-04-10T07:36:37+00:00
