token,coingecko_id,current_price_usd,price_change_24h_pct,volume_24h_usd,market_cap_usd,market_data_as_of,match_status
GMT,,,,,,,unmatched_ambiguous_symbol_candidates
GMX,gmx,6.08,3.333052290186,3715310.062813895755,63107308.392820522189,2026-04-14T07:38:08+00:00,matched_exact_symbol_unique
GNO,,,,,,,unmatched_ambiguous_symbol_candidates
GOAT,,,,,,,unmatched_ambiguous_symbol_candidates
GODS,,,,,,,unmatched_ambiguous_symbol_candidates
GOOGL,,,,,,,unmatched_no_symbol_candidate
GPS,goplus-security,0.0085045,2.715176797061,4789809.886563803069,37481461.670601837337,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
GRASS,,,,,,,unmatched_ambiguous_symbol_candidates
GRIFFAIN,griffain,0.01377342,-14.248348164916,3098867.716408461332,13795965.860700005665,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
GRT,the-graph,0.02426335,3.109826662339,13771595.522572580725,261563171.604471683502,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
GTC,,,,,,,unmatched_ambiguous_symbol_candidates
GUA,,,,,,,unmatched_ambiguous_symbol_candidates
GUN,gunz,0.01557517,-2.001315899745,6439564.608841776848,26947630.063187621534,2026-04-14T07:38:17+00:00,matched_exact_symbol_unique
GWEI,ethgas-2,0.06511,2.272085020464,6050958.18606007006,113953454.6006218642,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
H,,,,,,,unmatched_ambiguous_symbol_candidates
HAEDAL,haedal,0.0284115,5.259816849647,6504667.492020791396,5521294.158980024047,2026-04-14T07:38:24+00:00,matched_exact_symbol_unique
HANA,,,,,,,unmatched_ambiguous_symbol_candidates
HBAR,hedera-hashgraph,0.086492,1.700986827795,82551946.54211384058,3746580759.457074165344,2026-04-14T07:38:26+00:00,matched_exact_symbol_unique
HEI,heima,0.088749,0.307403232521,1974816.325623291079,7810880.143686590716,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
HEMI,hemi,0.00704786,0.3606976323,6452977.833561114036,6893724.030559135601,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
HFT,hashflow,0.01347098,0.356124061952,2146869.410011089407,10580078.398174414411,2026-04-14T07:38:02+00:00,matched_exact_symbol_unique
HIGH,,,,,,,unmatched_ambiguous_symbol_candidates
HIPPO,sudeng,0.00019231,8.026745158805,1505099.324566640193,1922917.988029116997,2026-04-14T07:38:15+00:00,matched_exact_symbol_unique
HIVE,,,,,,,unmatched_ambiguous_symbol_candidates
HMSTR,hamster-kombat,0.00014525,4.254708300476,3860430.035447979346,9349902.23615154624,2026-04-14T07:38:23+00:00,matched_exact_symbol_unique
HNT,helium,1.019,1.703698547975,3319509.376176123507,187801962.34404566884,2026-04-14T07:38:20+00:00,matched_exact_symbol_unique
HOLO,,,,,,,unmatched_ambiguous_symbol_candidates
HOME,home,0.01916226,2.934431811323,7018575.06933499407,67538523.43483094871,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
HOOD,hood,0.00000348,,128.633634441049,2742.242577219125,2026-04-09T08:49:51+00:00,matched_exact_symbol_unique
HOT,holotoken,0.00040105,3.61186941828,5459087.445825879462,71164659.586848959327,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
HPOS,,,,,,,unmatched_no_symbol_candidate
HPOS10I,,,,,,,unmatched_no_symbol_candidate
HUMA,huma-finance,0.01765466,3.58848264916,15205453.486031098291,30645479.600485540926,2026-04-14T07:38:19+00:00,matched_exact_symbol_unique
HYPE,,,,,,,unmatched_ambiguous_symbol_candidates
HYPER,,,,,,,unmatched_ambiguous_symbol_candidates
IBM,,,,,,,unmatched_no_symbol_candidate
ICNT,impossible-cloud-network-token,0.270091,-2.510623660708,5610405.277477080002,68338880.75015860796,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
ICP,internet-computer,2.48,2.402223251218,39722984.370642714202,1365176838.66468167305,2026-04-14T07:38:07+00:00,matched_exact_symbol_unique
ICX,icon,0.03613825,4.419934177042,1092478.657613613876,39596711.656728990376,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
ID,,,,,,,unmatched_ambiguous_symbol_candidates
IDOL,meet48,0.02389133,1.197147700735,2929405.719426621683,42427962.409105010331,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
ILV,illuvium,4.2,-3.772012468412,4440437.129597732797,34778260.765384078026,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
IMX,immutable-x,0.147745,2.280279828883,16897338.835531268269,124428830.706080690026,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
IN,,,,,,,unmatched_ambiguous_symbol_candidates
INDA,,,,,,,unmatched_no_symbol_candidate
INIT,,,,,,,unmatched_ambiguous_symbol_candidates
INJ,injective-protocol,3.01,3.554550551001,47481093.545347981155,301180951.738086521626,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
INTC,,,,,,,unmatched_no_symbol_candidate
INX,,,,,,,unmatched_ambiguous_symbol_candidates
IO,io,0.103657,4.959336250144,7922670.885210274719,32963221.316851779819,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
IOST,iostoken,0.00108787,1.129216525978,5016808.902201945893,35596629.896501660347,2026-04-14T07:38:18+00:00,matched_exact_symbol_unique
IOTA,iota,0.055719,3.223158319764,10218689.676451800391,243991402.087205201387,2026-04-14T07:38:16+00:00,matched_exact_symbol_unique
IOTX,,,,,,,unmatched_ambiguous_symbol_candidates
IP,story-2,0.501505,3.805539924755,45521669.255885720253,176957414.575582802296,2026-04-14T07:38:23+00:00,matched_exact_symbol_unique
IR,infrared-finance,0.04292552,-9.752588096043,6268745.639833197929,8799731.039878556505,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
IRYS,irys,0.03142333,-1.364889455723,28467216.91403356567,63278352.716411098838,2026-04-14T07:38:24+00:00,matched_exact_symbol_unique
IWM,,,,,,,unmatched_no_symbol_candidate
JASMY,jasmycoin,0.00540262,3.394403709407,9806549.909496244043,267131265.715499728918,2026-04-14T07:38:02+00:00,matched_exact_symbol_unique
JCT,,,,,,,unmatched_ambiguous_symbol_candidates
JD,,,,,,,unmatched_no_symbol_candidate
JELLY,,,,,,,unmatched_ambiguous_symbol_candidates
JELLYJELLY,jelly-my-jelly,0.04537307,6.68833364735,5983464.913039435633,45309191.513747796416,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
JOE,,,,,,,unmatched_ambiguous_symbol_candidates
JST,just,0.077686,2.303157595573,48574841.774127408862,685608651.65874516964,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
JTO,jito-governance-token,0.315562,-0.517649258901,54739506.678001731634,144814506.89867118001,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
JUP,,,,,,,unmatched_ambiguous_symbol_candidates
KAIA,,,,,,,unmatched_ambiguous_symbol_candidates
KAITO,kaito,0.423254,5.051080773743,14733768.63653196767,102126558.775000587106,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
KAS,kaspa,0.03291616,3.924772337202,24290925.25719242543,899542206.943302035332,2026-04-14T07:38:02+00:00,matched_exact_symbol_unique
KAT,,,,,,,unmatched_ambiguous_symbol_candidates
KAVA,kava,0.052944,1.746820320908,3691357.786419901997,57327325.818493269384,2026-04-14T07:38:17+00:00,matched_exact_symbol_unique
kBONK,,,,,,,unmatched_no_symbol_candidate
kDOGS,,,,,,,unmatched_no_symbol_candidate
KERNEL,kernel-2,0.083832,-1.361221824797,13375669.232933046296,23991915.94710194692,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
kFLOKI,,,,,,,unmatched_no_symbol_candidate
KGEN,kgen,0.156011,4.072595992147,3334036.330283808522,30985889.493659418076,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
KITE,,,,,,,unmatched_ambiguous_symbol_candidates
kLUNC,,,,,,,unmatched_no_symbol_candidate
KMNO,kamino,0.02097362,9.757652870243,7685582.953897083178,91694964.56442758441,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
KNC,kyber-network-crystal,0.135505,3.091053832536,3841192.170436135493,23044844.833337631077,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
kNEIRO,,,,,,,unmatched_no_symbol_candidate
KOMA,koma-inu,0.00934731,22.827999477948,5138095.259341213852,5646671.75241097901,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
kPEPE,,,,,,,unmatched_no_symbol_candidate
kSHIB,,,,,,,unmatched_no_symbol_candidate
KSM,kusama,4.19,1.521227674224,5734518.051317412406,75660994.60609574616,2026-04-14T07:38:07+00:00,matched_exact_symbol_unique
KWEB,,,,,,,unmatched_no_symbol_candidate
LA,,,,,,,unmatched_ambiguous_symbol_candidates
LAB,,,,,,,unmatched_ambiguous_symbol_candidates
LAUNCHCOIN,,,,,,,unmatched_no_symbol_candidate
LAYER,,,,,,,unmatched_ambiguous_symbol_candidates
LDO,,,,,,,unmatched_ambiguous_symbol_candidates
LIGHT,,,,,,,unmatched_ambiguous_symbol_candidates
LINEA,linea,0.00329611,6.06905600616,19361746.631617855281,82107033.462977126241,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
LINK,,,,,,,unmatched_ambiguous_symbol_candidates
LISTA,lista,0.076415,4.104649504694,4605920.474505982362,25131194.214775938541,2026-04-14T07:38:09+00:00,matched_exact_symbol_unique
LIT,,,,,,,unmatched_ambiguous_symbol_candidates
LLY,,,,,,,unmatched_no_symbol_candidate
LOOM,loom-network-new,0.0001173,0.068517952332,3.955689663009,145799.187989025144,2026-04-13T21:31:02+00:00,matched_exact_symbol_unique
LPT,livepeer,2.13,3.903814532399,15919985.12812044844,106049765.808936655521,2026-04-14T07:38:19+00:00,matched_exact_symbol_unique
LQTY,liquity,0.27793,0.833125622551,1680849.95758708124,27419921.275392316282,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
LRC,loopring,0.01606815,0.879707379022,2594539.650792193133,20023284.389049503952,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
LSK,lisk,0.128064,3.895696923542,1677106.656872583088,29121527.012358739972,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
LTC,,,,,,,unmatched_ambiguous_symbol_candidates
LUMIA,lumia,0.0865,5.419412446507,3299857.083400103264,11971241.092599188909,2026-04-14T07:38:09+00:00,matched_exact_symbol_unique
LUNA,,,,,,,unmatched_ambiguous_symbol_candidates
LUNA2,,,,,,,unmatched_no_symbol_candidate
LUNC,,,,,,,unmatched_ambiguous_symbol_candidates
LYN,,,,,,,unmatched_ambiguous_symbol_candidates
M,,,,,,,unmatched_ambiguous_symbol_candidates
MA,mind-ai,0.00012933,8.138157283936,20256.428719271775,13546.533779633175,2026-04-14T07:37:24+00:00,matched_exact_symbol_unique
MAGIC,,,,,,,unmatched_ambiguous_symbol_candidates
MAGMA,magma-finance,0.182921,-1.464148473283,4826105.745108833537,34755074.577718816698,2026-04-14T07:38:11+00:00,matched_exact_symbol_unique
MANA,,,,,,,unmatched_ambiguous_symbol_candidates
MANTA,manta-network,0.064841,-0.151807205076,5910606.876967647113,30188849.89157468453,2026-04-14T07:38:09+00:00,matched_exact_symbol_unique
MANTRA,mantra,0.01069851,2.398136965806,8111058.140589688905,52054400.584307551384,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
MASK,,,,,,,unmatched_ambiguous_symbol_candidates
MATIC,,,,,,,unmatched_ambiguous_symbol_candidates
MAV,maverick-protocol,0.01446121,3.220122893843,3257183.826864426956,13434516.260017804801,2026-04-14T07:38:26+00:00,matched_exact_symbol_unique
MAVIA,heroes-of-mavia,0.03122583,5.069376955758,2496215.159987943247,7638847.859345107339,2026-04-14T07:38:19+00:00,matched_exact_symbol_unique
MBOX,mobox,0.01163002,0.721570206131,3692529.914117532317,6404842.695363762788,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
MCD,,,,,,,unmatched_no_symbol_candidate
ME,,,,,,,unmatched_ambiguous_symbol_candidates
MEGA,,,,,,,unmatched_ambiguous_symbol_candidates
MELANIA,melania-meme,0.102197,-0.989749803951,25109362.51460846141,97150791.173908621073,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
MEME,,,,,,,unmatched_ambiguous_symbol_candidates
MERL,merlin-chain,0.02592468,11.500759835126,15697427.082957549021,31120267.212130360305,2026-04-14T07:38:22+00:00,matched_exact_symbol_unique
MET,,,,,,,unmatched_ambiguous_symbol_candidates
META,,,,,,,unmatched_ambiguous_symbol_candidates
METIS,,,,,,,unmatched_ambiguous_symbol_candidates
MEW,cat-in-a-dogs-world,0.00058595,3.381660489661,8234398.398867620155,52093142.061671003699,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
MINA,mina-protocol,0.057244,2.085707845596,5493137.467418941669,73364153.265939384699,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
MIRA,,,,,,,unmatched_ambiguous_symbol_candidates
MITO,mitosis,0.0360179,0.507043679675,4501688.989878686145,12050832.872181834653,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
MKR,maker,1842.96,7.667766454566,48540.000253192331,0,2026-04-14T07:37:54+00:00,matched_exact_symbol_unique
MLN,melon,3.09,-6.719803287332,4774436.422196811996,10179843.023315284401,2026-04-14T07:38:25+00:00,matched_exact_symbol_unique
MMT,momentum-3,0.13425,9.013612884535,28252103.06957032159,27377623.654912173748,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
MNRY,,,,,,,unmatched_no_symbol_candidate
MNT,,,,,,,unmatched_ambiguous_symbol_candidates
MOCA,,,,,,,unmatched_ambiguous_symbol_candidates
MOG,,,,,,,unmatched_ambiguous_symbol_candidates
MON,,,,,,,unmatched_ambiguous_symbol_candidates
MOODENG,,,,,,,unmatched_ambiguous_symbol_candidates
MORPHO,,,,,,,unmatched_ambiguous_symbol_candidates
MOVE,,,,,,,unmatched_ambiguous_symbol_candidates
MOVR,moonriver,1.19,1.949555848771,1426196.508730856702,13561244.855074742809,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
MRVL,,,,,,,unmatched_no_symbol_candidate
MSFT,,,,,,,unmatched_no_symbol_candidate
MSTR,,,,,,,unmatched_ambiguous_symbol_candidates
MTL,metal,0.288497,2.770454195247,796781.068468652316,26143262.343323696405,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
MU,,,,,,,unmatched_ambiguous_symbol_candidates
MUBARAK,,,,,,,unmatched_ambiguous_symbol_candidates
MYRO,myro,0.00323053,2.815859047352,565075.247602918767,3230496.535139192827,2026-04-14T07:38:21+00:00,matched_exact_symbol_unique
MYX,myx-finance,0.450583,110.641599428509,79325911.816257685423,87348037.840319275856,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
NAORIS,naoris,0.056132,-10.192814028407,1943532.007491237251,33618061.134549699724,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
NATGAS,,,,,,,unmatched_no_symbol_candidate
NEAR,,,,,,,unmatched_ambiguous_symbol_candidates
NEIRO,,,,,,,unmatched_ambiguous_symbol_candidates
NEIROCTO,,,,,,,unmatched_no_symbol_candidate
NEIROETH,,,,,,,unmatched_no_symbol_candidate
NEO,,,,,,,unmatched_ambiguous_symbol_candidates
NEWT,newton-protocol,0.070182,6.029213962294,11554271.758141726255,15063496.723484404385,2026-04-14T07:38:24+00:00,matched_exact_symbol_unique
NFLX,,,,,,,unmatched_no_symbol_candidate
NFP,nfprompt-token,0.01328007,1.589005163949,1565935.170645888895,7103998.886504618451,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
NFTI,,,,,,,unmatched_no_symbol_candidate
NG,,,,,,,unmatched_no_symbol_candidate
NIGHT,,,,,,,unmatched_ambiguous_symbol_candidates
NIL,nillion,0.03343873,3.851406118752,3232077.341263045091,14332175.698936035857,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
NMR,numeraire,8.66,0.486160273142,9549650.23391886428,60157312.010707832873,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
NOM,,,,,,,unmatched_ambiguous_symbol_candidates
NOT,,,,,,,unmatched_ambiguous_symbol_candidates
NTRN,neutron-3,0.00247559,2.335107741717,176154.15558149424,2071372.205242793076,2026-04-14T07:37:38+00:00,matched_exact_symbol_unique
NVDA,,,,,,,unmatched_no_symbol_candidate
NXPC,,,,,,,unmatched_ambiguous_symbol_candidates
OFC,onefootball-club,0.04888451,-17.877384457952,14076229.921937139705,7880056.081809043884,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
OG,og-fan-token,2.72,3.007035512336,5082207.982480954379,12639864.060723286122,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
OGN,origin-protocol,0.02164763,2.358180628695,1826548.027104615001,14369187.677523585036,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
OKB,okb,84.86,2.406715722822,15349419.39456692338,1782059642.461569547653,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
OL,open-loot,0.00691925,4.360545255452,1176547.538669244153,5400053.445372976363,2026-04-14T07:38:24+00:00,matched_exact_symbol_unique
OM,mantra-dao,0.01279625,-25.21184455607,5221.142161748359,62285534.542049020529,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
OMNI,,,,,,,unmatched_ambiguous_symbol_candidates
ON,orochi-network,0.14596,35.988678543923,35468597.843307189643,20831228.164320535958,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
ONDO,ondo-finance,0.253621,3.072992172535,73032784.351780116558,1235497396.930627346039,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
ONE,,,,,,,unmatched_ambiguous_symbol_candidates
ONG,ong,0.085959,-2.4586032656,7820512.228454461321,40203866.702993646264,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
ONT,,,,,,,unmatched_ambiguous_symbol_candidates
OP,,,,,,,unmatched_ambiguous_symbol_candidates
OPEN,,,,,,,unmatched_ambiguous_symbol_candidates
OPN,,,,,,,unmatched_ambiguous_symbol_candidates
ORBS,,,,,,,unmatched_ambiguous_symbol_candidates
ORCA,orca,0.901587,4.318671670489,8610369.921773837879,54814652.522268250585,2026-04-14T07:38:21+00:00,matched_exact_symbol_unique
ORCL,oracle-3,0.00149675,8.485769675789,14.949868573737,31431.78370739942,2026-04-14T03:32:27+00:00,matched_exact_symbol_unique
ORDER,,,,,,,unmatched_ambiguous_symbol_candidates
ORDI,ordinals,2.47,11.081699975548,31656111.280529431999,51986345.464804798365,2026-04-14T07:38:26+00:00,matched_exact_symbol_unique
OX,ox-fun,0.00002341,8.694342407098,85.260404366122,61260.500538739405,2026-04-14T07:36:04+00:00,matched_exact_symbol_unique
OXT,orchid-protocol,0.01056583,-1.668936432634,2330310.852628728841,6234727.081628682092,2026-04-14T07:38:08+00:00,matched_exact_symbol_unique
OXY,oxygen,0.00045709,5.164916686947,5.109080631053,92497.281420901156,2026-04-14T07:37:01+00:00,matched_exact_symbol_unique
PANDORA,pandora,107.94,3.885596066595,84.293305395605,1079357.631963422056,2026-04-14T07:37:55+00:00,matched_exact_symbol_unique
PARTI,particle-network,0.04453915,-0.087636781899,22287581.078256491572,10382805.369356023148,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
PAXG,,,,,,,unmatched_ambiguous_symbol_candidates
PAYP,,,,,,,unmatched_no_symbol_candidate
PEAQ,peaq-2,0.01339416,3.214367991433,731002.632388871745,27237370.248054359108,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
PENDLE,pendle,1.074,2.348615758766,25363304.095953688025,179203376.239065527916,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
PENGU,,,,,,,unmatched_ambiguous_symbol_candidates
PEOPLE,,,,,,,unmatched_ambiguous_symbol_candidates
PEP,,,,,,,unmatched_ambiguous_symbol_candidates
PEPE,,,,,,,unmatched_ambiguous_symbol_candidates
PHA,pha,0.0396363,2.747542974239,11472193.420898696408,33108494.280661646277,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
PHB,,,,,,,unmatched_ambiguous_symbol_candidates
PI,,,,,,,unmatched_ambiguous_symbol_candidates
PIEVERSE,pieverse,0.427449,5.51426996543,7796136.632584796287,98369731.812936112285,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
PIPPIN,pippin,0.02617082,0.514579825667,15330275.247018018737,26210322.315779265016,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
PIXEL,,,,,,,unmatched_ambiguous_symbol_candidates
PLAY,,,,,,,unmatched_ambiguous_symbol_candidates
PLAYSOUT,,,,,,,unmatched_no_symbol_candidate
PLTR,,,,,,,unmatched_no_symbol_candidate
PLUME,plume,0.01261256,24.235781197375,57238460.019356921315,66655854.116275288165,2026-04-14T07:38:27+00:00,matched_exact_symbol_unique
PNUT,,,,,,,unmatched_ambiguous_symbol_candidates
POL,,,,,,,unmatched_ambiguous_symbol_candidates
POLYX,polymesh,0.052073,8.582638464078,5626195.751078411005,65923906.884603969753,2026-04-14T07:38:02+00:00,matched_exact_symbol_unique
POPCAT,popcat,0.051625,3.865073318367,13067241.118183450773,50591413.980152793229,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
PORTAL,portal-2,0.00817842,2.243180952995,2372581.899421853013,6254610.942895435728,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
POWER,,,,,,,unmatched_ambiguous_symbol_candidates
POWR,power-ledger,0.066364,1.730527419352,3040441.161591828801,35168324.584165975451,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
PRL,perle,0.175631,-3.725000202222,5442672.097282964736,30747303.881949532777,2026-04-14T07:38:28+00:00,matched_override_map
PROM,prometeus,1.4,5.269114499069,10173754.00204385072,25605602.96739904955,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
PROMPT,,,,,,,unmatched_ambiguous_symbol_candidates
PROVE,succinct,0.229147,4.383645130815,7315072.451477557421,44681146.848745539784,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
PTB,portal-to-bitcoin,0.00099419,9.665863293038,2619910.844022782054,2094623.835634004092,2026-04-14T07:38:20+00:00,matched_exact_symbol_unique
PUFFER,puffer-finance,0.02424246,-0.581877320206,4933310.910410444252,10606561.460697900504,2026-04-14T07:38:18+00:00,matched_exact_symbol_unique
PUMP,,,,,,,unmatched_ambiguous_symbol_candidates
PUMPBTC,pumpbtc,70032,,8238.909823864213,48172810.040934473276,2026-04-13T00:58:02+00:00,matched_exact_symbol_unique
PUMPFUN,,,,,,,unmatched_no_symbol_candidate
PUNDIX,pundi-x-2,0.147067,2.215033610194,1446022.858066072455,38000127.473734818399,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
PURR,,,,,,,unmatched_ambiguous_symbol_candidates
PYR,vulcan-forged,0.264354,0.633704327291,4238203.580812719651,12428330.040280723944,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
PYTH,pyth-network,0.04317842,0.585952926493,12799549.536173552275,248275768.498656898737,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
Q,,,,,,,unmatched_ambiguous_symbol_candidates
QNT,quant-network,75.37,0.889170061345,11266938.341226102784,1096025479.624322652817,2026-04-14T07:38:26+00:00,matched_exact_symbol_unique
QQQ,,,,,,,unmatched_no_symbol_candidate
QTUM,qtum,0.906481,2.955760452806,5197169.12576536648,96038044.650377511978,2026-04-14T07:38:18+00:00,matched_exact_symbol_unique
RARE,,,,,,,unmatched_ambiguous_symbol_candidates
RAVE,ravedao,11.25,35.816636381411,639259587.009619951248,2790743503.518354892731,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
RAY,raydium,0.657254,4.864528198811,17060740.182093679905,176591315.740828037262,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
RAYDIUM,,,,,,,unmatched_no_symbol_candidate
RAYSOL,,,,,,,unmatched_no_symbol_candidate
RDDT,,,,,,,unmatched_no_symbol_candidate
RDNT,radiant-capital,0.00214107,1.773485096918,931358.475818937877,2770550.11616136739,2026-04-14T07:38:27+00:00,matched_exact_symbol_unique
RECALL,recall,0.04598982,-0.500753678397,10478363.129736585543,11369267.912310682237,2026-04-14T07:38:06+00:00,matched_exact_symbol_unique
RED,,,,,,,unmatched_ambiguous_symbol_candidates
RENDER,render-token,1.9,1.700559762897,92766193.043949142098,984540916.010366082191,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
REQ,request-network,0.067139,2.899322934739,433423.023388662667,50280991.297502756119,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
RESOLV,resolv,0.03815511,-0.581238627659,14570206.528947690502,14778530.413189468905,2026-04-14T07:38:15+00:00,matched_exact_symbol_unique
REZ,renzo,0.00372518,4.579078453839,4614959.970497191884,30526456.897994566709,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
RIF,,,,,,,unmatched_ambiguous_symbol_candidates
RIVER,river,8.18,-5.381002639081,35621856.744856253266,160179005.353974342346,2026-04-14T07:38:17+00:00,matched_exact_symbol_unique
RKLB,,,,,,,unmatched_no_symbol_candidate
RLB,rollbit-coin,0.061402,-3.574660562891,578836.712137670489,104804064.884619563818,2026-04-14T07:38:02+00:00,matched_exact_symbol_unique
RLC,iexec-rlc,0.413827,1.355357849396,1641003.962724112207,29950406.631396323442,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
RLS,rayls,0.00312266,35.42372095353,4889877.039452275261,4447736.792524776421,2026-04-14T07:38:20+00:00,matched_exact_symbol_unique
RLUSD,ripple-usd,0.99992,-0.011862465801,132489122.276749297976,1441715106.741112470627,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
RNDR,,,,,,,unmatched_no_symbol_candidate
ROAM,roam-token,0.01990374,-4.537051307939,1014203.597350777476,6810528.416371949948,2026-04-14T07:38:04+00:00,matched_exact_symbol_unique
ROBO,robo-token-2,0.01930601,-8.255161515566,41055006.315691769123,43018667.916470907629,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
RONIN,,,,,,,unmatched_no_symbol_candidate
ROSE,,,,,,,unmatched_ambiguous_symbol_candidates
RPL,rocket-pool,1.8,4.943891504994,2385575.238876739051,40302212.980323515832,2026-04-14T07:38:21+00:00,matched_exact_symbol_unique
RSR,reserve-rights-token,0.00152194,4.359412854845,7440430.352869164199,95217752.044095650315,2026-04-14T07:38:18+00:00,matched_exact_symbol_unique
RUNE,,,,,,,unmatched_ambiguous_symbol_candidates
RVN,ravencoin,0.00569237,1.447185422571,5205874.827181348577,92073165.142930045724,2026-04-14T07:38:03+00:00,matched_exact_symbol_unique
S,,,,,,,unmatched_ambiguous_symbol_candidates
SAFE,,,,,,,unmatched_ambiguous_symbol_candidates
SAGA,saga-2,0.02791415,1.428102988462,4762014.211968078278,10598827.914292037487,2026-04-14T07:38:22+00:00,matched_exact_symbol_unique
SAHARA,sahara-ai,0.02230554,3.688879430913,21728098.528082303703,70133004.457915619016,2026-04-14T07:38:05+00:00,matched_exact_symbol_unique
SAND,,,,,,,unmatched_ambiguous_symbol_candidates
SANTOS,santos-fc-fan-token,1.049,0.901875119322,1993038.441147325793,16873673.897663507611,2026-04-14T07:38:02+00:00,matched_exact_symbol_unique
SAPIEN,sapien-2,0.074045,-0.813580137039,5118892.519230976701,18475808.867122288793,2026-04-14T07:38:20+00:00,matched_exact_symbol_unique
SATS,,,,,,,unmatched_ambiguous_symbol_candidates
SC,,,,,,,unmatched_ambiguous_symbol_candidates
SCR,,,,,,,unmatched_ambiguous_symbol_candidates
SCRT,secret,0.09106,-0.626074214345,1939125.189454272855,30727869.047197192907,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
SEI,,,,,,,unmatched_ambiguous_symbol_candidates
SENT,,,,,,,unmatched_ambiguous_symbol_candidates
SFP,safepal,0.294177,2.385607347234,1393400.872128697578,147083119.016000449657,2026-04-14T07:38:28+00:00,matched_exact_symbol_unique
SHELL,,,,,,,unmatched_ambiguous_symbol_candidates
